Title,Image,ugccard__wrap__2dpy7_URL,User_URL,User,Mark,Keywords
{PS4} PARKOUR MILITAR (Amigao_Gamer_YT),https://prod.cloud.rockstargames.com/ugc/gta5mission/0504/4ZNrgB2GTEGvffcopvSd1A/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/4ZNrgB2GTEGvffcopvSd1A,https://socialclub.rockstargames.com/member/gazastreifen/jobs?title=gtav&platform=pc,Gazastreifen,"Parkour Militar Transformático                 Médio   /  Hard          #Fiorito #Zeal #Mikaa #PurpleHaze #Lipão #Emersom    made by Amigao_Gamer_YT, copied from ps4!",
Parkour o hombre al agua,https://prod.cloud.rockstargames.com/ugc/gta5mission/4021/IQSm0D-8gE-clX0U2RF2eg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/IQSm0D-8gE-clX0U2RF2eg,https://socialclub.rockstargames.com/member/vicentenicolassj/jobs?title=gtav&platform=pc,VicenteNicolaSSJ,"Parkour hecho por VicenteNicolaSSJ, nivel hard",
{PS4} {#SG}PARKOUR NOEL (Showgun-ytb),https://prod.cloud.rockstargames.com/ugc/gta5mission/8275/AQ7h7eNaYEaSK2yxCF-rIA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/AQ7h7eNaYEaSK2yxCF-rIA,https://socialclub.rockstargames.com/member/gazastreifen/jobs?title=gtav&platform=pc,Gazastreifen,"PARKOUR NOEL HARD chaîne Ytb :Showgun gaming #TROK #TCHOUPI #TEMOINS #ADRIEN #ETC... BONNE RAGE!!!!  made by Showgun-ytb, copied from ps4!",
H ; Towtruck parkour,https://prod.cloud.rockstargames.com/ugc/gta5mission/4029/l48Ka0uC2k6C0MWwkO9sdA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/l48Ka0uC2k6C0MWwkO9sdA,https://socialclub.rockstargames.com/member/halabuji-____-/jobs?title=gtav&platform=pc,halabuji-____-,"Parkour race with Towtruck. Level: A little hard. When playing with multiple players, watch out for hooks. Enjoy it :) - YT Halabuji_ -rnrn",
{PS4} lM666l Parkour hard (Marshmello-l666l),https://prod.cloud.rockstargames.com/ugc/gta5mission/0454/lkMaz2wV_Em1WB0TcQ3NXw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/lkMaz2wV_Em1WB0TcQ3NXw,https://socialclub.rockstargames.com/member/gazastreifen/jobs?title=gtav&platform=pc,Gazastreifen,"Привет, карта будет простой для тех кто играет на PS5 и ПК. На PS4 сложно, мало фпс. Пройти можно, но надо по страдать.  made by Marshmello-l666l, copied from ps4!","#test
#crazy
#race
#fun
#
hard
#ps4
#skill
#impossible
#
parkour
#transform"
{PS4} [CMJ] CamajiKour 8 (Camaji_2002),https://prod.cloud.rockstargames.com/ugc/gta5mission/7274/IVPXNw28x0W5sQGWVqe0vw/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/IVPXNw28x0W5sQGWVqe0vw,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,Parkour divertido de Nivel Medio-Difícil con un coche oculto (Panthere)!!! EPIC CarKour level Medium-Hard!!!   Tiempo medio: 9-15min  || Twitch/YouTube: Camaji 2002 || #DaniRep #Fr...,"#face
#race
#stunt
#mega
#cara
#carrera
#rampa
#airkour
#communityseries"
{PS4} Cranky Parkour #7 (Crankyloon123),https://prod.cloud.rockstargames.com/ugc/gta5mission/7356/BhfE_uq8Kka7k03-VFZ2CA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/BhfE_uq8Kka7k03-VFZ2CA,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,Jeez 7 of these already. How are you still playing these? Well i hope you enjoy this one and i think its time for another hard map so sorry if you ain't too good at parkour. Subscr...,"#
parkour"
{PS4} Bati parkour 11 (DeletedSnipes),https://prod.cloud.rockstargames.com/ugc/gta5mission/6745/4MaFsA2QI0qpkmdc89HpbQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/4MaFsA2QI0qpkmdc89HpbQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Medium / hard bati parkour, cheating enabled. Black = cheatway, can you make it to the finish without cheating? Text me on ig if you have any questions @178.37.168.12, copied from ...",
{PS4} [MV] BMX Parkour 3 (morgovitch),https://prod.cloud.rockstargames.com/ugc/gta5mission/6435/ejEnRzoCykSInBpY56AesQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/ejEnRzoCykSInBpY56AesQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"[MV] BMX Parkour #3 ,,, [CREA] ,,, Pour GTABRUTI ,,, [Level medium/hard] ,,, #GTABRUTI #KM #MG #MN #Unwin, copied from ps4!",
{PS4} Bati glide and slide (DeletedSnipes),https://prod.cloud.rockstargames.com/ugc/gta5mission/8306/ohN_A6B07U2RIRPzhzAH9g/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/ohN_A6B07U2RIRPzhzAH9g,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"This is a practical race to improve hard skills on your bati. This is not a parkour or a typical stunt race!Text me on ig for more info or questions @178.37.168.12, copied from ps4...",
