Title,Image,ugccard__wrap__2dpy7_URL,User_URL,User,Mark,Keywords
PARKOUR vs RPG 2,https://prod.cloud.rockstargames.com/ugc/gta5mission/6248/pbMQP0mIakWWiJr3K6iqoA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/pbMQP0mIakWWiJr3K6iqoA,https://socialclub.rockstargames.com/member/keno-7/jobs?title=gtav&platform=pc,Keno-7,RPG - Insurgent - T20 - Sanchez - Deluxo - by Keno-7,"#rpg
#insurgent
#lusor"
PARKOUR vs RPG,https://prod.cloud.rockstargames.com/ugc/gta5mission/3682/3Sn1ak-cjU2wBhSZAcwQjg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/3Sn1ak-cjU2wBhSZAcwQjg,https://socialclub.rockstargames.com/member/keno-7/jobs?title=gtav&platform=pc,Keno-7,Insurgent - RPG - T20 - P-996 LAZER - by Keno-7,"#rpg
#insurgent
#lusor"
{PS4} [MRX] Parkour #2 (MuelaYT),https://prod.cloud.rockstargames.com/ugc/gta5mission/2264/odzPkCoVmU6lsTesjZXraQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/odzPkCoVmU6lsTesjZXraQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Parkour :) con puntito troll al final #danirep #franmodz51, copied from ps4!",
{PS4} [0] Parkour Polymorphe (Les_Oides),https://prod.cloud.rockstargames.com/ugc/gta5mission/0941/Ph1Qizgfu0S3R2jVMaGHaQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/Ph1Qizgfu0S3R2jVMaGHaQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Imorgon, Kalahari, Marshall, XA-21  #DaveBond #Dragiiibus #Patoumoorea #Oxymore #Chris92 #Gonzac #PouffBloum , copied from ps4!",
{PS4} PANTO Parkour (Twitch-kingkobra),https://prod.cloud.rockstargames.com/ugc/gta5mission/5513/hjgsjsMEqEWq1dLmnKXLIg/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/hjgsjsMEqEWq1dLmnKXLIg,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"Medium Level // Easy !! Rate it, copied from ps4!",
{PS4} -Ñ- PARKOUR NOËL (xX-Nath-Xx),https://prod.cloud.rockstargames.com/ugc/gta5mission/5440/4p7oReMqmEilRaqBva6VKQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/4p7oReMqmEilRaqBva6VKQ,https://socialclub.rockstargames.com/member/__-xyjlugah-__/jobs?title=gtav&platform=pc,__-XyJluGaH-__,"STREITER  / MERRY CHRISTMAS /    CRÉATRICE NATH    Twitter NathPosey    SC xX-Nath-Xx , copied from ps4!","#
parkour
#christmas
#marshall
#faction
#streiter
#viseris"
[FTF] YT - THE ARVIND,https://prod.cloud.rockstargames.com/ugc/gta5mission/8639/dA8NIb1ChUmc-6WoRMMhow/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/dA8NIb1ChUmc-6WoRMMhow,https://socialclub.rockstargames.com/member/ag_arvind08/jobs?title=gtav&platform=pc,AG_Arvind08,FACE TO FACE RACE #THEARVIND (YOUTUBE - THE ARVIND) CARA A CARA,"#race
#
parkour
#facetoface
#rampa
#megaramp
#carsvscars
#caraacara"
[FTF] YT-THE ARVIND -- 8,https://prod.cloud.rockstargames.com/ugc/gta5mission/1364/s6bcKj3pmE2DaIDHywQDog/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/s6bcKj3pmE2DaIDHywQDog,https://socialclub.rockstargames.com/member/ag_arvind08/jobs?title=gtav&platform=pc,AG_Arvind08,NEW FACE TO FACE RACE LOL (YOUTUBE - THE ARVIND) CHANNEL DEKH LE MERA #THEARVIND,"#race
#
parkour
#facetoface
#rampa
#ftf
#megaramp
#carsvscars
#caraacara"
transform city line 1,https://prod.cloud.rockstargames.com/ugc/gta5mission/9576/WIC2-eJ0oEyHaEWdHX9EMQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/WIC2-eJ0oEyHaEWdHX9EMQ,https://socialclub.rockstargames.com/member/mrs_amy_wong/jobs?title=gtav&platform=pc,Mrs_Amy_Wong,"formula parkour, xa-21 at start&end,pro 5 min., semi 10min., noob 20min challenge","#troll
#
parkour
#formula
#wallride
#
#xa-21"
parkour,https://prod.cloud.rockstargames.com/ugc/gta5mission/3460/37nKF-XJMU2gw0D9mE_BdA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/37nKF-XJMU2gw0D9mE_BdA,https://socialclub.rockstargames.com/member/jaimejaimito123/jobs?title=gtav&platform=pc,JaimeJaimito123,espero que le guste esta parkour hago stream en twitch jaime_jaimito12,
!Activité de la Semaine!,https://prod.cloud.rockstargames.com/ugc/gta5mission/2923/awD8enXutUWFhpQ3lxE_1g/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/awD8enXutUWFhpQ3lxE_1g,https://socialclub.rockstargames.com/member/osrs-23/jobs?title=gtav&platform=pc,OSRS-23,"PS4-PS5 | Dune de mort | Cette semaine : nouveau départ en Dune , ça va être renversant ! | Jusqu'au 18 Décembre | L1 to favorite | YouTube : Thomas10 Multigaming #TMLG #Chris92 #T...","#funny
#fun
#stunt
#
parkour
#week
#parcours
#danirep
#lipao
#porkmodz"
{PS4} **Parkour (Golf Course) (ned25371),https://prod.cloud.rockstargames.com/ugc/gta5mission/5497/isVtkEdtT0qppSjMDc3CIA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/isVtkEdtT0qppSjMDc3CIA,https://socialclub.rockstargames.com/member/gazastreifen/jobs?title=gtav&platform=pc,Gazastreifen,"Caddy parkour race around the golf course. Finish on the Faggio.   made by ned25371, copied from ps4!",
rooftop rally,https://prod.cloud.rockstargames.com/ugc/gta5mission/6510/Iz8UxJ9MkkqJ64_s21Io2g/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/Iz8UxJ9MkkqJ64_s21Io2g,https://socialclub.rockstargames.com/member/shadow79_/jobs?title=gtav&platform=pc,Shadow79_,rooftop parkour with motorbikes,"#race
#motorbike
#
parkour
#short"
FACE TO FACE - THE ARVIND,https://prod.cloud.rockstargames.com/ugc/gta5mission/9197/TnTOt4jEQ0mL0AMwl6WSPA/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/TnTOt4jEQ0mL0AMwl6WSPA,https://socialclub.rockstargames.com/member/ag_arvind08/jobs?title=gtav&platform=pc,AG_Arvind08,"NEW FACE TO FACE , CARA CARA (YOUTUBE - THE ARVIND) DEKH LE YOUTUBE MERA","#
parkour
#facetoface
#rampa
#ftf
#megaramp
#carsvscars
#caraacara"
MEGA RAMP-9 THE ARVIND,https://prod.cloud.rockstargames.com/ugc/gta5mission/2108/IzE-VeJvN0SinVm4dp79cQ/2_0.jpg,https://socialclub.rockstargames.com/job/gtav/IzE-VeJvN0SinVm4dp79cQ,https://socialclub.rockstargames.com/member/ag_arvind08/jobs?title=gtav&platform=pc,AG_Arvind08,ONLY BOOSTER CARS MEGA RAMP (YOUTUBE - THE ARVIND) BAAP KO BHEJ #THEARVIND,"#race
#
parkour
#facetoface
#megaramp
#megarampa"
